Date,Tweet,User,Tweet ID,Tweet Url,Cleaned Tweet,Sentiment,Confidence
2022-12-21 08:00:17+00:00,"We are an Amazon Web Services Premier Consulting Partner &amp; played, amongst other Replyers, a crucial role in bringing the SI (System Integration) &amp; the Security Partner of the Year – EMEA awards for Reply.🙌🎉 Storm Reply stands for exceptional expertise on AWS 🏅 #lifeatreply https://t.co/c23xsddMDP",StormReply,1605473213659725824,https://twitter.com/StormReply/status/1605473213659725824,"amazon web service premier consulting partner &amp; played, amongst replyers, crucial role bringing si (system integration) &amp; security partner year – emea award reply.🙌🎉 storm reply stand exceptional expertise aws 🏅 lifeatreply",positive,0.9653803706169128
2022-12-21 07:57:37+00:00,Architecture patterns for consuming private APIs cross-account | Amazon Web Services https://t.co/62y4iKofpf,alex_pulver,1605472542810148866,https://twitter.com/alex_pulver/status/1605472542810148866,architecture pattern consuming private apis cross-account | amazon web service,neutral,0.9241152405738831
2022-12-21 07:55:04+00:00,"Amazon Web Services plans to keep designing more of its own semiconductors: CEO #CNBC #cramer #invest #investing #investmentstrategy #jimcramer #kramer #lightninground #MadMoney #retirement #stockmarket #wallstreet
https://t.co/0K51JBPk2F https://t.co/eU8kAP9NPV",sebaenetworks,1605471902604017664,https://twitter.com/sebaenetworks/status/1605471902604017664,amazon web service plan keep designing semiconductors: ceo cnbc cramer invest investing investmentstrategy jimcramer kramer lightninground madmoney retirement stockmarket wallstreet,neutral,0.7911056280136108
2022-12-21 07:21:25+00:00,"Dean's Speaker Series: Runtime Monitoring of Distributed Systems at Amazon Web Services
⏱21 December 2022 / 18:40 to 19:30
🎙Serdar Taşıran
Zoom link: https://t.co/UN60KKGWra https://t.co/NZrqRZd3ML",fenssabanci,1605463435348680707,https://twitter.com/fenssabanci/status/1605463435348680707,dean's speaker series: runtime monitoring distributed system amazon web service ⏱21 december 2022 / 18:40 19:30 🎙serdar taşıran zoom link:,neutral,0.9296932220458984
2022-12-21 07:05:04+00:00,"Apprentice Now Joins Amazon Web Services Training Partner Program To Deliver AWS Cloud Skills Training
https://t.co/EC8WCVbkxe #HR #HRTech #HRNews #HumanResources #HRTechNews  #ApprenticeNow",HRTechSeries,1605459319822090240,https://twitter.com/HRTechSeries/status/1605459319822090240,apprentice join amazon web service training partner program deliver aws cloud skill training hr hrtech hrnews humanresources hrtechnews apprenticenow,neutral,0.812789261341095
2022-12-21 06:55:03+00:00,"East Oakland high school students visit tech companies and meet diverse tech staff at field trips, starting with Amazon Web Services! https://t.co/v6rgSA0k83",Vanguard_space,1605456799783878656,https://twitter.com/Vanguard_space/status/1605456799783878656,"east oakland high school student visit tech company meet diverse tech staff field trips, starting amazon web services!",neutral,0.5849488377571106
2022-12-21 06:54:58+00:00,Amazon Web Services invests in Hurone AI to promote health equity across the African continent https://t.co/n9P98bI0fl #digitalhealth #healthtech #innovation #hospitals #healthscience #technology #Covid19 #Vaccines #pharmaceuticals #manufacturing #healthcare @awscloud,HealthCareAfro,1605456780191879168,https://twitter.com/HealthCareAfro/status/1605456780191879168,amazon web service invests hurone ai promote health equity across african continent digitalhealth healthtech innovation hospital healthscience technology covid19 vaccine pharmaceutical manufacturing healthcare,neutral,0.5844315886497498
2022-12-21 06:42:36+00:00,Here's how Amazon Web Services hosted a senior class field trip for #CSEdWeek to their offices in San Francisco. Your company can host one too in 2023! https://t.co/LpydEXdQJP https://t.co/FrWudEB3Zk,GirlGeekX,1605453667598864384,https://twitter.com/GirlGeekX/status/1605453667598864384,here's amazon web service hosted senior class field trip csedweek office san francisco. company host one 2023!,neutral,0.7529327273368835
2022-12-21 06:28:19+00:00,"Why learn more Amazon Web Services (AWS) and #kubernetes  ? Because there are real #jobs looking for this #skillset and #talents ! #Upskill and #Learn more now and get #certified in #AWS, then a happy #career next ! 

#aws #awscloud #awscommunity #awscert…https://t.co/ObVYI1LCpy",WalterLee16,1605450072308998145,https://twitter.com/WalterLee16/status/1605450072308998145,"learn amazon web service (aws) kubernetes ? real job looking skillset talent ! upskill learn get certified aws, happy career next ! aws awscloud awscommunity awscert…",positive,0.8722347617149353
2022-12-21 05:55:06+00:00,"Amazon Web Services lands 5-year U.S. Navy cloud computing contract worth over $700M #newsupdate #dailynews #news 
https://t.co/zH3invEpLH",activahub,1605441712008093696,https://twitter.com/activahub/status/1605441712008093696,amazon web service land 5-year u.s. navy cloud computing contract worth $700m newsupdate dailynews news,neutral,0.8416408896446228
2022-12-21 05:50:05+00:00,"Justice Through Code - The Big Idea | Amazon Web Services #AmazonWebServices #aws #AWSCloud #cloud #CloudComputing #coding #ColumbiaUniversity #JusticeThroughCode
https://t.co/N9iH1zhDHk https://t.co/Roc0fb0tC0",sebaenetworks,1605440450588037120,https://twitter.com/sebaenetworks/status/1605440450588037120,justice code - big idea | amazon web service amazonwebservices aws awscloud cloud cloudcomputing coding columbiauniversity justicethroughcode,neutral,0.5741733908653259
2022-12-21 05:40:28+00:00,AWS + NFL: Catch Incredibility | Amazon Web Services https://t.co/qU6Uv3VBO2 @YouTubeより,keitamur,1605438029660708867,https://twitter.com/keitamur/status/1605438029660708867,aws + nfl: catch incredibility | amazon web service より,neutral,0.8348394632339478
2022-12-21 05:30:06+00:00,"Amazon Web Services is a prime target forthe attackers! In this FREE lab, learn the basics of AWS cloud pentesting, including testing of 5 primary components: EC2, Lambda, API Gateway,S3, and DynamoDB. Sign in at https://t.co/vfBZUZ9khb and try it at https://t.co/rQIYnem9JH https://t.co/NoHo4VnN4Q",SecurityTube,1605435420438839299,https://twitter.com/SecurityTube/status/1605435420438839299,"amazon web service prime target forthe attackers! free lab, learn basic aws cloud pentesting, including testing 5 primary components: ec2, lambda, api gateway,s3, dynamodb. sign try",positive,0.8238792419433594
2022-12-21 05:04:15+00:00,Organizations Warned of New Attack Vector in Amazon Web Services https://t.co/dsxD4hfeKI,Link2Trust,1605428915304013826,https://twitter.com/Link2Trust/status/1605428915304013826,organization warned new attack vector amazon web service,neutral,0.832036018371582
2022-12-21 05:00:18+00:00,U.S. Navy awards Amazon Web Services contract worth over $700 mln #Navy #Pentagon #Aws #AmazonWebServices #MicrosoftCorp #OracleCorp #UnitedStatesNavy  https://t.co/kdmZe8iQnR,jais_george,1605427920377217026,https://twitter.com/jais_george/status/1605427920377217026,u.s. navy award amazon web service contract worth $700 mln navy pentagon aws amazonwebservices microsoftcorp oraclecorp unitedstatesnavy,neutral,0.8202794790267944
2022-12-21 04:52:44+00:00,"Meta, Microsoft, TomTom and Amazon Web Services have now introduced what they call the Overture Maps Foundation - https://t.co/0h2gsgLfLc

#technews #technology #onlinemap",FYIND_COM,1605426016255873025,https://twitter.com/FYIND_COM/status/1605426016255873025,"meta, microsoft, tomtom amazon web service introduced call overture map foundation - technews technology onlinemap",neutral,0.8233875632286072
2022-12-21 04:33:03+00:00,"#News: @MicroFocus was recognized as ISV Partner of the Year – EMEA, one of many AWS Partners around the globe that help customers drive innovation and build solutions on Amazon Web Services. Read the full press release:  #MyMicroFocus https://t.co/nESLN7CmAn https://t.co/lYxbVaJ3d6",seanmodun,1605421065341177858,https://twitter.com/seanmodun/status/1605421065341177858,"news: recognized isv partner year – emea, one many aws partner around globe help customer drive innovation build solution amazon web services. read full press release: mymicrofocus",positive,0.7729895710945129
2022-12-21 04:29:04+00:00,Amazon Web Services (AWS) BuilderCards - AWS Game Tech edition is an entertaining and instructive trading card deck building game intended to demonstrate how various AWS services interact to create well-architected workloads. The players begin with a cert…https://t.co/liH7WLn1ji,PiyushJalan93,1605420062353014787,https://twitter.com/PiyushJalan93/status/1605420062353014787,amazon web service (aws) buildercards - aws game tech edition entertaining instructive trading card deck building game intended demonstrate various aws service interact create well-architected workloads. player begin cert…,positive,0.5209318399429321
2022-12-21 04:12:18+00:00,"🇺🇸🇺🇸🇪🇬🇩🇪🇩🇪🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇪🇬🇺🇸🇲🇽🇨🇦🇨🇦🇲🇽🇺🇸🇪🇬🇬🇧🇬🇧🇩🇪❤❤💋💯💯💯❤💋💋⚽️🥅⚽️🥅
Check out Amazon Web Services's video! #TikTok https://t.co/zEMSfFwJf6",JessusArchival1,1605415841960366081,https://twitter.com/JessusArchival1/status/1605415841960366081,🇺🇸🇺🇸🇪🇬🇩🇪🇩🇪🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇬🇧🇩🇪🇪🇬🇺🇸🇲🇽🇨🇦🇨🇦🇲🇽🇺🇸🇪🇬🇬🇧🇬🇧🇩🇪❤❤💋💯💯💯❤💋💋⚽️🥅⚽️🥅 check amazon web services's video! tiktok,neutral,0.5996332764625549
2022-12-21 03:46:10+00:00,"Building scalable web applications with Amazon Web Services #AmazonWebServices #aws #Databarracks #webapplications
https://t.co/SDIJRHvtnJ https://t.co/cRYMGCXwPN",sebaenetworks,1605409264113258496,https://twitter.com/sebaenetworks/status/1605409264113258496,building scalable web application amazon web service amazonwebservices aws databarracks webapplications,neutral,0.541307806968689
2022-12-21 02:17:31+00:00,"Mr. Bezos's successor 
Andy Jassy - Businessman and a cloud computing juggernaut and the single most important contributor of profits to the business 

CEO of Amazon Web Services, Inc.
Bezos will become executive Chairman",mwihaki68,1605386956971847680,https://twitter.com/mwihaki68/status/1605386956971847680,"mr. bezos's successor andy jassy - businessman cloud computing juggernaut single important contributor profit business ceo amazon web services, inc. bezos become executive chairman",positive,0.5769290328025818
